"U.S. Department of Energy, The Energy Information Administration (EIA)",,,,,
"Monthly Generation Data by State, Producer Sector and Energy Source; Months Through December 2016",,,,,
Sources: EIA-923 Report,,,,,
,,,,,
YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2016,5,NY,"Combined Heat and Power, Commercial Power",Petroleum,1876
2016,5,NY,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,261
2016,5,NY,"Combined Heat and Power, Commercial Power",Other Biomass,18287
2016,5,NY,"Combined Heat and Power, Electric Power",Total,1009543
2016,5,NY,"Combined Heat and Power, Electric Power",Natural Gas,987050
2016,5,NY,"Combined Heat and Power, Electric Power",Other,4633
2016,5,NY,"Combined Heat and Power, Electric Power",Petroleum,858
2016,5,NY,"Combined Heat and Power, Electric Power",Other Biomass,4822
2016,5,NY,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,12179
2016,5,NY,"Electric Generators, Independent Power Producers",Total,6619532
2016,5,NY,"Electric Generators, Independent Power Producers",Coal,89368
2016,5,NY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,273841
2016,5,NY,"Electric Generators, Independent Power Producers",Natural Gas,2714772
2016,5,NY,"Electric Generators, Independent Power Producers",Nuclear,3080965
2016,5,NY,"Electric Generators, Independent Power Producers",Other,58633
2016,5,NY,"Electric Generators, Independent Power Producers",Petroleum,2919
2016,5,NY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,15109
2016,5,NY,"Electric Generators, Independent Power Producers",Other Biomass,121728
2016,5,NY,"Electric Generators, Independent Power Producers",Wind,238189
2016,5,NY,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,24010
2016,5,NY,"Electric Generators, Electric Utilities",Total,2931102
2016,5,NY,"Electric Generators, Electric Utilities",Coal,0
2016,5,NY,"Electric Generators, Electric Utilities",Pumped Storage,-30118
2016,5,NY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2039532
2016,5,NY,"Electric Generators, Electric Utilities",Natural Gas,916019
2016,5,NY,"Electric Generators, Electric Utilities",Petroleum,5669
2016,5,OH,Total Electric Power Industry,Total,7553344
2016,5,OH,Total Electric Power Industry,Coal,4392090
2016,5,OH,Total Electric Power Industry,Hydroelectric Conventional,36644
2016,5,OH,Total Electric Power Industry,Natural Gas,1392825
2016,5,OH,Total Electric Power Industry,Nuclear,1400996
2016,5,OH,Total Electric Power Industry,Other Gases,49173
2016,5,OH,Total Electric Power Industry,Other,1713
2016,5,OH,Total Electric Power Industry,Petroleum,122792
2016,5,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,6980
2016,5,OH,Total Electric Power Industry,Other Biomass,42382
2016,5,OH,Total Electric Power Industry,Wind,88906
2016,5,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,18842
2016,5,OH,"Combined Heat and Power, Industrial Power",Total,56442
2016,5,OH,"Combined Heat and Power, Industrial Power",Coal,17021
2016,5,OH,"Combined Heat and Power, Industrial Power",Natural Gas,3698
2016,5,OH,"Combined Heat and Power, Industrial Power",Other Gases,11664
2016,5,OH,"Combined Heat and Power, Industrial Power",Other,1147
2016,5,OH,"Combined Heat and Power, Industrial Power",Petroleum,1737
2016,5,OH,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,560
2016,5,OH,"Combined Heat and Power, Industrial Power",Other Biomass,761
2016,5,OH,"Combined Heat and Power, Industrial Power",Wind,4183
2016,5,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,15672
2016,5,OH,"Combined Heat and Power, Commercial Power",Total,12033
2016,5,OH,"Combined Heat and Power, Commercial Power",Coal,0
2016,5,OH,"Combined Heat and Power, Commercial Power",Natural Gas,10783
2016,5,OH,"Combined Heat and Power, Commercial Power",Petroleum,28
2016,5,OH,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,285
2016,5,OH,"Combined Heat and Power, Commercial Power",Other Biomass,609
2016,5,OH,"Combined Heat and Power, Commercial Power",Wind,328
2016,5,OH,"Combined Heat and Power, Electric Power",Total,50728
2016,5,OH,"Combined Heat and Power, Electric Power",Coal,0
2016,5,OH,"Combined Heat and Power, Electric Power",Natural Gas,10048
2016,5,OH,"Combined Heat and Power, Electric Power",Other Gases,37510
2016,5,OH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,3170
2016,5,OH,"Electric Generators, Independent Power Producers",Total,5759206
2016,5,OH,"Electric Generators, Independent Power Producers",Coal,2957908
2016,5,OH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,15301
2016,5,OH,"Electric Generators, Independent Power Producers",Natural Gas,1140020
2016,5,OH,"Electric Generators, Independent Power Producers",Nuclear,1400996
2016,5,OH,"Electric Generators, Independent Power Producers",Other,566
2016,5,OH,"Electric Generators, Independent Power Producers",Petroleum,115472
2016,5,OH,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,5311
2016,5,OH,"Electric Generators, Independent Power Producers",Other Biomass,40508
2016,5,OH,"Electric Generators, Independent Power Producers",Wind,83124
2016,5,OH,"Electric Generators, Electric Utilities",Total,1674934
2016,5,OH,"Electric Generators, Electric Utilities",Coal,1417161
2016,5,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,21343
2016,5,OH,"Electric Generators, Electric Utilities",Natural Gas,228276
2016,5,OH,"Electric Generators, Electric Utilities",Other,0
2016,5,OH,"Electric Generators, Electric Utilities",Petroleum,5555
2016,5,OH,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,823
2016,5,OH,"Electric Generators, Electric Utilities",Other Biomass,505
2016,5,OH,"Electric Generators, Electric Utilities",Wind,1272
2016,5,OK,Total Electric Power Industry,Total,5976355
2016,5,OK,Total Electric Power Industry,Coal,809029
2016,5,OK,Total Electric Power Industry,Pumped Storage,-7276
2016,5,OK,Total Electric Power Industry,Hydroelectric Conventional,301166
2016,5,OK,Total Electric Power Industry,Natural Gas,3141517
2016,5,OK,Total Electric Power Industry,Other,2491
2016,5,OK,Total Electric Power Industry,Petroleum,973
2016,5,OK,Total Electric Power Industry,Solar Thermal and Photovoltaic,527
2016,5,OK,Total Electric Power Industry,Other Biomass,6973
2016,5,OK,Total Electric Power Industry,Wind,1701679
2016,5,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,19276
2016,5,OK,"Combined Heat and Power, Industrial Power",Total,68770
2016,5,OK,"Combined Heat and Power, Industrial Power",Coal,27455
2016,5,OK,"Combined Heat and Power, Industrial Power",Natural Gas,14826
2016,5,OK,"Combined Heat and Power, Industrial Power",Other,1241
2016,5,OK,"Combined Heat and Power, Industrial Power",Petroleum,120
2016,5,OK,"Combined Heat and Power, Industrial Power",Other Biomass,5852
2016,5,OK,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,19276
2016,5,OK,"Combined Heat and Power, Commercial Power",Total,1262
2016,5,OK,"Combined Heat and Power, Commercial Power",Natural Gas,1261
2016,5,OK,"Combined Heat and Power, Commercial Power",Petroleum,1
2016,5,OK,"Combined Heat and Power, Electric Power",Total,93910
2016,5,OK,"Combined Heat and Power, Electric Power",Coal,79300
2016,5,OK,"Combined Heat and Power, Electric Power",Natural Gas,13359
2016,5,OK,"Combined Heat and Power, Electric Power",Other,1251
2016,5,OK,"Electric Generators, Independent Power Producers",Total,2862509
2016,5,OK,"Electric Generators, Independent Power Producers",Natural Gas,1266392
2016,5,OK,"Electric Generators, Independent Power Producers",Other Biomass,1120
2016,5,OK,"Electric Generators, Independent Power Producers",Wind,1594997
2016,5,OK,"Electric Generators, Electric Utilities",Total,2949904
2016,5,OK,"Electric Generators, Electric Utilities",Coal,702273
2016,5,OK,"Electric Generators, Electric Utilities",Pumped Storage,-7276
2016,5,OK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,301166
2016,5,OK,"Electric Generators, Electric Utilities",Natural Gas,1845679
2016,5,OK,"Electric Generators, Electric Utilities",Petroleum,852
2016,5,OK,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,527
2016,5,OK,"Electric Generators, Electric Utilities",Wind,106682
2016,5,OR,Total Electric Power Industry,Total,4652430
2016,5,OR,Total Electric Power Industry,Coal,0
2016,5,OR,Total Electric Power Industry,Geothermal,15236
2016,5,OR,Total Electric Power Industry,Hydroelectric Conventional,3208816
2016,5,OR,Total Electric Power Industry,Natural Gas,483794
2016,5,OR,Total Electric Power Industry,Other,4180
2016,5,OR,Total Electric Power Industry,Petroleum,3
2016,5,OR,Total Electric Power Industry,Solar Thermal and Photovoltaic,4651
2016,5,OR,Total Electric Power Industry,Other Biomass,31445
2016,5,OR,Total Electric Power Industry,Wind,853246
2016,5,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,51059
2016,5,OR,"Combined Heat and Power, Industrial Power",Total,50702
2016,5,OR,"Combined Heat and Power, Industrial Power",Coal,0
2016,5,OR,"Combined Heat and Power, Industrial Power",Natural Gas,7768
2016,5,OR,"Combined Heat and Power, Industrial Power",Petroleum,0
2016,5,OR,"Combined Heat and Power, Industrial Power",Other Biomass,1871
2016,5,OR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,41063
2016,5,OR,"Combined Heat and Power, Commercial Power",Total,6363
2016,5,OR,"Combined Heat and Power, Commercial Power",Natural Gas,4824
2016,5,OR,"Combined Heat and Power, Commercial Power",Petroleum,3
2016,5,OR,"Combined Heat and Power, Commercial Power",Other Biomass,1536
2016,5,OR,"Combined Heat and Power, Electric Power",Total,110509
2016,5,OR,"Combined Heat and Power, Electric Power",Natural Gas,107407
2016,5,OR,"Combined Heat and Power, Electric Power",Other Biomass,3102
2016,5,OR,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2016,5,OR,"Electric Generators, Independent Power Producers",Total,841891
2016,5,OR,"Electric Generators, Independent Power Producers",Geothermal,13776
2016,5,OR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,26497
2016,5,OR,"Electric Generators, Independent Power Producers",Natural Gas,75521
2016,5,OR,"Electric Generators, Independent Power Producers",Other,4180
2016,5,OR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,4002
2016,5,OR,"Electric Generators, Independent Power Producers",Other Biomass,19000
2016,5,OR,"Electric Generators, Independent Power Producers",Wind,688918
2016,5,OR,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,9996
2016,5,OR,"Electric Generators, Electric Utilities",Total,3642965
2016,5,OR,"Electric Generators, Electric Utilities",Coal,0
2016,5,OR,"Electric Generators, Electric Utilities",Geothermal,1460
2016,5,OR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3182319
2016,5,OR,"Electric Generators, Electric Utilities",Natural Gas,288273
2016,5,OR,"Electric Generators, Electric Utilities",Other,0
2016,5,OR,"Electric Generators, Electric Utilities",Petroleum,0
2016,5,OR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,649
2016,5,OR,"Electric Generators, Electric Utilities",Other Biomass,5935
2016,5,OR,"Electric Generators, Electric Utilities",Wind,164328
2016,5,PA,Total Electric Power Industry,Total,16668225
2016,5,PA,Total Electric Power Industry,Coal,3886698
2016,5,PA,Total Electric Power Industry,Pumped Storage,-32642
2016,5,PA,Total Electric Power Industry,Hydroelectric Conventional,250981
2016,5,PA,Total Electric Power Industry,Natural Gas,4768956
2016,5,PA,Total Electric Power Industry,Nuclear,7222125
2016,5,PA,Total Electric Power Industry,Other Gases,48135
2016,5,PA,Total Electric Power Industry,Other,80861
2016,5,PA,Total Electric Power Industry,Petroleum,39814
2016,5,PA,Total Electric Power Industry,Solar Thermal and Photovoltaic,6531
2016,5,PA,Total Electric Power Industry,Other Biomass,168005
2016,5,PA,Total Electric Power Industry,Wind,187440
2016,5,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,41320
2016,5,PA,"Combined Heat and Power, Industrial Power",Total,230322
2016,5,PA,"Combined Heat and Power, Industrial Power",Coal,33020
2016,5,PA,"Combined Heat and Power, Industrial Power",Natural Gas,82851
2016,5,PA,"Combined Heat and Power, Industrial Power",Other Gases,48135
2016,5,PA,"Combined Heat and Power, Industrial Power",Petroleum,18278
2016,5,PA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,781
2016,5,PA,"Combined Heat and Power, Industrial Power",Other Biomass,5938
2016,5,PA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,41320
2016,5,PA,"Combined Heat and Power, Commercial Power",Total,32645
2016,5,PA,"Combined Heat and Power, Commercial Power",Coal,0
2016,5,PA,"Combined Heat and Power, Commercial Power",Natural Gas,10692
2016,5,PA,"Combined Heat and Power, Commercial Power",Other,8417
2016,5,PA,"Combined Heat and Power, Commercial Power",Petroleum,281
2016,5,PA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,293
2016,5,PA,"Combined Heat and Power, Commercial Power",Other Biomass,12962
2016,5,PA,"Combined Heat and Power, Electric Power",Total,585585
2016,5,PA,"Combined Heat and Power, Electric Power",Coal,190515
2016,5,PA,"Combined Heat and Power, Electric Power",Natural Gas,375258
2016,5,PA,"Combined Heat and Power, Electric Power",Other Gases,0
2016,5,PA,"Combined Heat and Power, Electric Power",Other,12613
2016,5,PA,"Combined Heat and Power, Electric Power",Petroleum,890
2016,5,PA,"Combined Heat and Power, Electric Power",Other Biomass,6309
2016,5,PA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2016,5,PA,"Electric Generators, Independent Power Producers",Total,15814192
2016,5,PA,"Electric Generators, Independent Power Producers",Coal,3663164
2016,5,PA,"Electric Generators, Independent Power Producers",Pumped Storage,-32642
2016,5,PA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,246139
2016,5,PA,"Electric Generators, Independent Power Producers",Natural Gas,4299547
2016,5,PA,"Electric Generators, Independent Power Producers",Nuclear,7222125
2016,5,PA,"Electric Generators, Independent Power Producers",Other Gases,0
2016,5,PA,"Electric Generators, Independent Power Producers",Other,59831
2016,5,PA,"Electric Generators, Independent Power Producers",Petroleum,20335
2016,5,PA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,5457
2016,5,PA,"Electric Generators, Independent Power Producers",Other Biomass,142796
2016,5,PA,"Electric Generators, Independent Power Producers",Wind,187440
2016,5,PA,"Electric Generators, Electric Utilities",Total,5480
2016,5,PA,"Electric Generators, Electric Utilities",Coal,0
2016,5,PA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,4842
2016,5,PA,"Electric Generators, Electric Utilities",Natural Gas,608
2016,5,PA,"Electric Generators, Electric Utilities",Petroleum,30
2016,5,RI,Total Electric Power Industry,Total,683357
2016,5,RI,Total Electric Power Industry,Coal,0
2016,5,RI,Total Electric Power Industry,Hydroelectric Conventional,270
2016,5,RI,Total Electric Power Industry,Natural Gas,659858
2016,5,RI,Total Electric Power Industry,Petroleum,1511
2016,5,RI,Total Electric Power Industry,Solar Thermal and Photovoltaic,1823
2016,5,RI,Total Electric Power Industry,Other Biomass,18868
2016,5,RI,Total Electric Power Industry,Wind,1027
2016,5,RI,"Combined Heat and Power, Commercial Power",Total,5059
2016,5,RI,"Combined Heat and Power, Commercial Power",Natural Gas,3782
2016,5,RI,"Combined Heat and Power, Commercial Power",Petroleum,528
2016,5,RI,"Combined Heat and Power, Commercial Power",Wind,748
2016,5,RI,"Electric Generators, Independent Power Producers",Total,677387
2016,5,RI,"Electric Generators, Independent Power Producers",Coal,0
2016,5,RI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,270
2016,5,RI,"Electric Generators, Independent Power Producers",Natural Gas,656076
2016,5,RI,"Electric Generators, Independent Power Producers",Petroleum,72
2016,5,RI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1823
2016,5,RI,"Electric Generators, Independent Power Producers",Other Biomass,18868
2016,5,RI,"Electric Generators, Independent Power Producers",Wind,278
2016,5,RI,"Electric Generators, Electric Utilities",Total,911
2016,5,RI,"Electric Generators, Electric Utilities",Petroleum,911
2016,5,SC,Total Electric Power Industry,Total,7687956
2016,5,SC,Total Electric Power Industry,Coal,1445827
2016,5,SC,Total Electric Power Industry,Pumped Storage,-89923
2016,5,SC,Total Electric Power Industry,Hydroelectric Conventional,198889
2016,5,SC,Total Electric Power Industry,Natural Gas,1302550
2016,5,SC,Total Electric Power Industry,Nuclear,4619904
2016,5,SC,Total Electric Power Industry,Other,4564
2016,5,SC,Total Electric Power Industry,Petroleum,9600
2016,5,SC,Total Electric Power Industry,Solar Thermal and Photovoltaic,417
2016,5,SC,Total Electric Power Industry,Other Biomass,15317
2016,5,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,180811
2016,5,SC,"Combined Heat and Power, Industrial Power",Total,155422
2016,5,SC,"Combined Heat and Power, Industrial Power",Coal,11584
2016,5,SC,"Combined Heat and Power, Industrial Power",Natural Gas,6301
2016,5,SC,"Combined Heat and Power, Industrial Power",Other,4092
2016,5,SC,"Combined Heat and Power, Industrial Power",Petroleum,382
2016,5,SC,"Combined Heat and Power, Industrial Power",Other Biomass,3759
2016,5,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,129305
2016,5,SC,"Combined Heat and Power, Commercial Power",Total,1069
2016,5,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,191
2016,5,SC,"Combined Heat and Power, Commercial Power",Natural Gas,869
2016,5,SC,"Combined Heat and Power, Commercial Power",Petroleum,9
2016,5,SC,"Combined Heat and Power, Electric Power",Total,159838
2016,5,SC,"Combined Heat and Power, Electric Power",Natural Gas,151286
2016,5,SC,"Combined Heat and Power, Electric Power",Other,472
2016,5,SC,"Combined Heat and Power, Electric Power",Petroleum,30
2016,5,SC,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,8050
2016,5,SC,"Electric Generators, Independent Power Producers",Total,55144
2016,5,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,5204
2016,5,SC,"Electric Generators, Independent Power Producers",Natural Gas,28684
2016,5,SC,"Electric Generators, Independent Power Producers",Petroleum,0
2016,5,SC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,417
2016,5,SC,"Electric Generators, Independent Power Producers",Other Biomass,1336
2016,5,SC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,19502
2016,5,SC,"Electric Generators, Electric Utilities",Total,7316483
2016,5,SC,"Electric Generators, Electric Utilities",Coal,1434243
2016,5,SC,"Electric Generators, Electric Utilities",Pumped Storage,-89923
2016,5,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,193493
2016,5,SC,"Electric Generators, Electric Utilities",Natural Gas,1115410
2016,5,SC,"Electric Generators, Electric Utilities",Nuclear,4619904
2016,5,SC,"Electric Generators, Electric Utilities",Petroleum,9180
2016,5,SC,"Electric Generators, Electric Utilities",Other Biomass,10222
2016,5,SC,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,23954
2016,5,SD,Total Electric Power Industry,Total,675486
2016,5,SD,Total Electric Power Industry,Coal,155542
2016,5,SD,Total Electric Power Industry,Hydroelectric Conventional,201515
2016,5,SD,Total Electric Power Industry,Natural Gas,81298
2016,5,SD,Total Electric Power Industry,Petroleum,107
2016,5,SD,Total Electric Power Industry,Other Biomass,0
2016,5,SD,Total Electric Power Industry,Wind,237024
2016,5,SD,"Combined Heat and Power, Commercial Power",Total,2
2016,5,SD,"Combined Heat and Power, Commercial Power",Petroleum,2
2016,5,SD,"Electric Generators, Independent Power Producers",Total,163932
2016,5,SD,"Electric Generators, Independent Power Producers",Petroleum,3
2016,5,SD,"Electric Generators, Independent Power Producers",Wind,163929
2016,5,SD,"Electric Generators, Electric Utilities",Total,511553
2016,5,SD,"Electric Generators, Electric Utilities",Coal,155542
2016,5,SD,"Electric Generators, Electric Utilities",Hydroelectric Conventional,201515
2016,5,SD,"Electric Generators, Electric Utilities",Natural Gas,81298
2016,5,SD,"Electric Generators, Electric Utilities",Petroleum,103
2016,5,SD,"Electric Generators, Electric Utilities",Other Biomass,0
2016,5,SD,"Electric Generators, Electric Utilities",Wind,73095
2016,5,TN,Total Electric Power Industry,Total,6095358
2016,5,TN,Total Electric Power Industry,Coal,2466871
2016,5,TN,Total Electric Power Industry,Pumped Storage,-63723
2016,5,TN,Total Electric Power Industry,Hydroelectric Conventional,393968
2016,5,TN,Total Electric Power Industry,Natural Gas,831877
2016,5,TN,Total Electric Power Industry,Nuclear,2354043
2016,5,TN,Total Electric Power Industry,Other Gases,1207
2016,5,TN,Total Electric Power Industry,Other,1940
2016,5,TN,Total Electric Power Industry,Petroleum,13093
2016,5,TN,Total Electric Power Industry,Solar Thermal and Photovoltaic,7438
2016,5,TN,Total Electric Power Industry,Other Biomass,7303
2016,5,TN,Total Electric Power Industry,Wind,3037
2016,5,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,78304
2016,5,TN,"Combined Heat and Power, Industrial Power",Total,187927
2016,5,TN,"Combined Heat and Power, Industrial Power",Coal,80504
2016,5,TN,"Combined Heat and Power, Industrial Power",Natural Gas,25317
2016,5,TN,"Combined Heat and Power, Industrial Power",Other Gases,1207
2016,5,TN,"Combined Heat and Power, Industrial Power",Other,1940
2016,5,TN,"Combined Heat and Power, Industrial Power",Petroleum,105
2016,5,TN,"Combined Heat and Power, Industrial Power",Other Biomass,550
2016,5,TN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,78304
2016,5,TN,"Combined Heat and Power, Commercial Power",Total,10370
2016,5,TN,"Combined Heat and Power, Commercial Power",Coal,0
2016,5,TN,"Combined Heat and Power, Commercial Power",Natural Gas,10115
2016,5,TN,"Combined Heat and Power, Commercial Power",Petroleum,1
2016,5,TN,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,253
2016,5,TN,"Electric Generators, Independent Power Producers",Total,16976
2016,5,TN,"Electric Generators, Independent Power Producers",Natural Gas,0
2016,5,TN,"Electric Generators, Independent Power Producers",Petroleum,2
2016,5,TN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,7184
2016,5,TN,"Electric Generators, Independent Power Producers",Other Biomass,6753
2016,5,TN,"Electric Generators, Independent Power Producers",Wind,3037
2016,5,TN,"Electric Generators, Electric Utilities",Total,5880085
2016,5,TN,"Electric Generators, Electric Utilities",Coal,2386367
2016,5,TN,"Electric Generators, Electric Utilities",Pumped Storage,-63723
2016,5,TN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,393968
2016,5,TN,"Electric Generators, Electric Utilities",Natural Gas,796445
2016,5,TN,"Electric Generators, Electric Utilities",Nuclear,2354043
2016,5,TN,"Electric Generators, Electric Utilities",Petroleum,12985
2016,5,TN,"Electric Generators, Electric Utilities",Other Biomass,0
2016,5,TN,"Electric Generators, Electric Utilities",Wind,0
2016,5,TX,Total Electric Power Industry,Total,36658836
2016,5,TX,Total Electric Power Industry,Coal,8879690
2016,5,TX,Total Electric Power Industry,Hydroelectric Conventional,132097
2016,5,TX,Total Electric Power Industry,Natural Gas,19388051
2016,5,TX,Total Electric Power Industry,Nuclear,2697161
2016,5,TX,Total Electric Power Industry,Other Gases,182761
2016,5,TX,Total Electric Power Industry,Other,55232
2016,5,TX,Total Electric Power Industry,Petroleum,26081
2016,5,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,54505
2016,5,TX,Total Electric Power Industry,Other Biomass,70755
2016,5,TX,Total Electric Power Industry,Wind,5096910
2016,5,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,75594
2016,5,TX,"Combined Heat and Power, Industrial Power",Total,3605638
2016,5,TX,"Combined Heat and Power, Industrial Power",Natural Gas,3362310
2016,5,TX,"Combined Heat and Power, Industrial Power",Other Gases,101539
2016,5,TX,"Combined Heat and Power, Industrial Power",Other,54233
2016,5,TX,"Combined Heat and Power, Industrial Power",Petroleum,13013
2016,5,TX,"Combined Heat and Power, Industrial Power",Other Biomass,9521
2016,5,TX,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,65021
2016,5,TX,"Combined Heat and Power, Commercial Power",Total,71496
2016,5,TX,"Combined Heat and Power, Commercial Power",Natural Gas,64750
2016,5,TX,"Combined Heat and Power, Commercial Power",Petroleum,53
2016,5,TX,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,194
2016,5,TX,"Combined Heat and Power, Commercial Power",Other Biomass,2897
2016,5,TX,"Combined Heat and Power, Commercial Power",Wind,3602
2016,5,TX,"Combined Heat and Power, Electric Power",Total,3778197
2016,5,TX,"Combined Heat and Power, Electric Power",Natural Gas,3695870
2016,5,TX,"Combined Heat and Power, Electric Power",Other Gases,81221
2016,5,TX,"Combined Heat and Power, Electric Power",Other,1105
2016,5,TX,"Electric Generators, Independent Power Producers",Total,21508085
2016,5,TX,"Electric Generators, Independent Power Producers",Coal,5249769
2016,5,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2761
2016,5,TX,"Electric Generators, Independent Power Producers",Natural Gas,8357570
2016,5,TX,"Electric Generators, Independent Power Producers",Nuclear,2697161
2016,5,TX,"Electric Generators, Independent Power Producers",Other,-106
2016,5,TX,"Electric Generators, Independent Power Producers",Petroleum,9241
2016,5,TX,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,54312
2016,5,TX,"Electric Generators, Independent Power Producers",Other Biomass,58337
2016,5,TX,"Electric Generators, Independent Power Producers",Wind,5069969
2016,5,TX,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,9071
2016,5,TX,"Electric Generators, Electric Utilities",Total,7695421
2016,5,TX,"Electric Generators, Electric Utilities",Coal,3629922
2016,5,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,129336
2016,5,TX,"Electric Generators, Electric Utilities",Natural Gas,3907550
2016,5,TX,"Electric Generators, Electric Utilities",Petroleum,3772
2016,5,TX,"Electric Generators, Electric Utilities",Wind,23338
2016,5,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,1502
2016,5,US-Total,Total Electric Power Industry,Total,317337192
2016,5,US-Total,Total Electric Power Industry,Coal,81727928
2016,5,US-Total,Total Electric Power Industry,Geothermal,1475933
2016,5,US-Total,Total Electric Power Industry,Pumped Storage,-320717
2016,5,US-Total,Total Electric Power Industry,Hydroelectric Conventional,25362380
2016,5,US-Total,Total Electric Power Industry,Natural Gas,110901106
2016,5,US-Total,Total Electric Power Industry,Nuclear,66576493
2016,5,US-Total,Total Electric Power Industry,Other Gases,976830
2016,5,US-Total,Total Electric Power Industry,Other,1211236
2016,5,US-Total,Total Electric Power Industry,Petroleum,1924416
2016,5,US-Total,Total Electric Power Industry,Solar Thermal and Photovoltaic,3603388
2016,5,US-Total,Total Electric Power Industry,Other Biomass,1929311
2016,5,US-Total,Total Electric Power Industry,Wind,18795469
2016,5,US-Total,Total Electric Power Industry,Wood and Wood Derived Fuels,3173419
2016,5,US-Total,"Combined Heat and Power, Industrial Power",Total,12018295
2016,5,US-Total,"Combined Heat and Power, Industrial Power",Coal,735824
2016,5,US-Total,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,130362
2016,5,US-Total,"Combined Heat and Power, Industrial Power",Natural Gas,7553660
2016,5,US-Total,"Combined Heat and Power, Industrial Power",Other Gases,681017
2016,5,US-Total,"Combined Heat and Power, Industrial Power",Other,452584
2016,5,US-Total,"Combined Heat and Power, Industrial Power",Petroleum,137530
2016,5,US-Total,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,3020
2016,5,US-Total,"Combined Heat and Power, Industrial Power",Other Biomass,98405
2016,5,US-Total,"Combined Heat and Power, Industrial Power",Wind,6468
2016,5,US-Total,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2219427
2016,5,US-Total,"Combined Heat and Power, Commercial Power",Total,1055439
