"U.S. Department of Energy, The Energy Information Administration (EIA)",,,,,
"Monthly Generation Data by State, Producer Sector and Energy Source; Months Through December 2016",,,,,
Sources: EIA-923 Report,,,,,
,,,,,
YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2016,2,WA,Total Electric Power Industry,Coal,3977
2016,2,WA,Total Electric Power Industry,Pumped Storage,-492
2016,2,WA,Total Electric Power Industry,Hydroelectric Conventional,6247073
2016,2,WA,Total Electric Power Industry,Natural Gas,965261
2016,2,WA,Total Electric Power Industry,Nuclear,795433
2016,2,WA,Total Electric Power Industry,Other Gases,28498
2016,2,WA,Total Electric Power Industry,Other,4845
2016,2,WA,Total Electric Power Industry,Petroleum,1538
2016,2,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,48
2016,2,WA,Total Electric Power Industry,Other Biomass,21064
2016,2,WA,Total Electric Power Industry,Wind,631319
2016,2,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,144946
2016,2,WA,"Combined Heat and Power, Industrial Power",Total,129611
2016,2,WA,"Combined Heat and Power, Industrial Power",Coal,3977
2016,2,WA,"Combined Heat and Power, Industrial Power",Natural Gas,7970
2016,2,WA,"Combined Heat and Power, Industrial Power",Petroleum,842
2016,2,WA,"Combined Heat and Power, Industrial Power",Other Biomass,1407
2016,2,WA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,115414
2016,2,WA,"Combined Heat and Power, Commercial Power",Total,3278
2016,2,WA,"Combined Heat and Power, Commercial Power",Natural Gas,1795
2016,2,WA,"Combined Heat and Power, Commercial Power",Petroleum,19
2016,2,WA,"Combined Heat and Power, Commercial Power",Other Biomass,1464
2016,2,WA,"Combined Heat and Power, Electric Power",Total,86829
2016,2,WA,"Combined Heat and Power, Electric Power",Natural Gas,58331
2016,2,WA,"Combined Heat and Power, Electric Power",Other Gases,28498
2016,2,WA,"Combined Heat and Power, Electric Power",Petroleum,0
2016,2,WA,"Electric Generators, Independent Power Producers",Total,612074
2016,2,WA,"Electric Generators, Independent Power Producers",Coal,0
2016,2,WA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,27942
2016,2,WA,"Electric Generators, Independent Power Producers",Natural Gas,302574
2016,2,WA,"Electric Generators, Independent Power Producers",Other,4845
2016,2,WA,"Electric Generators, Independent Power Producers",Petroleum,122
2016,2,WA,"Electric Generators, Independent Power Producers",Other Biomass,9513
2016,2,WA,"Electric Generators, Independent Power Producers",Wind,267078
2016,2,WA,"Electric Generators, Electric Utilities",Total,8011718
2016,2,WA,"Electric Generators, Electric Utilities",Pumped Storage,-492
2016,2,WA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,6219132
2016,2,WA,"Electric Generators, Electric Utilities",Natural Gas,594591
2016,2,WA,"Electric Generators, Electric Utilities",Nuclear,795433
2016,2,WA,"Electric Generators, Electric Utilities",Other,0
2016,2,WA,"Electric Generators, Electric Utilities",Petroleum,554
2016,2,WA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,48
2016,2,WA,"Electric Generators, Electric Utilities",Other Biomass,8679
2016,2,WA,"Electric Generators, Electric Utilities",Wind,364241
2016,2,WA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,29532
2016,2,WI,Total Electric Power Industry,Total,5262047
2016,2,WI,Total Electric Power Industry,Coal,2528700
2016,2,WI,Total Electric Power Industry,Hydroelectric Conventional,194216
2016,2,WI,Total Electric Power Industry,Natural Gas,1408264
2016,2,WI,Total Electric Power Industry,Nuclear,838689
2016,2,WI,Total Electric Power Industry,Other,4550
2016,2,WI,Total Electric Power Industry,Petroleum,11799
2016,2,WI,Total Electric Power Industry,Solar Thermal and Photovoltaic,139
2016,2,WI,Total Electric Power Industry,Other Biomass,45079
2016,2,WI,Total Electric Power Industry,Wind,159070
2016,2,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,71541
2016,2,WI,"Combined Heat and Power, Industrial Power",Total,148795
2016,2,WI,"Combined Heat and Power, Industrial Power",Coal,49048
2016,2,WI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,13328
2016,2,WI,"Combined Heat and Power, Industrial Power",Natural Gas,28832
2016,2,WI,"Combined Heat and Power, Industrial Power",Other,3029
2016,2,WI,"Combined Heat and Power, Industrial Power",Petroleum,5586
2016,2,WI,"Combined Heat and Power, Industrial Power",Other Biomass,1934
2016,2,WI,"Combined Heat and Power, Industrial Power",Wind,728
2016,2,WI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,46310
2016,2,WI,"Combined Heat and Power, Commercial Power",Total,13169
2016,2,WI,"Combined Heat and Power, Commercial Power",Coal,0
2016,2,WI,"Combined Heat and Power, Commercial Power",Natural Gas,9678
2016,2,WI,"Combined Heat and Power, Commercial Power",Petroleum,3
2016,2,WI,"Combined Heat and Power, Commercial Power",Other Biomass,3488
2016,2,WI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2016,2,WI,"Combined Heat and Power, Electric Power",Total,54699
2016,2,WI,"Combined Heat and Power, Electric Power",Natural Gas,45879
2016,2,WI,"Combined Heat and Power, Electric Power",Petroleum,1675
2016,2,WI,"Combined Heat and Power, Electric Power",Other Biomass,7144
2016,2,WI,"Electric Generators, Independent Power Producers",Total,936451
2016,2,WI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,8539
2016,2,WI,"Electric Generators, Independent Power Producers",Natural Gas,1602
2016,2,WI,"Electric Generators, Independent Power Producers",Nuclear,838689
2016,2,WI,"Electric Generators, Independent Power Producers",Petroleum,-46
2016,2,WI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,139
2016,2,WI,"Electric Generators, Independent Power Producers",Other Biomass,30989
2016,2,WI,"Electric Generators, Independent Power Producers",Wind,56539
2016,2,WI,"Electric Generators, Electric Utilities",Total,4108933
2016,2,WI,"Electric Generators, Electric Utilities",Coal,2479653
2016,2,WI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,172349
2016,2,WI,"Electric Generators, Electric Utilities",Natural Gas,1322273
2016,2,WI,"Electric Generators, Electric Utilities",Other,1521
2016,2,WI,"Electric Generators, Electric Utilities",Petroleum,4581
2016,2,WI,"Electric Generators, Electric Utilities",Other Biomass,1524
2016,2,WI,"Electric Generators, Electric Utilities",Wind,101803
2016,2,WI,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,25230
2016,2,WV,Total Electric Power Industry,Total,6705701
2016,2,WV,Total Electric Power Industry,Coal,6355478
2016,2,WV,Total Electric Power Industry,Hydroelectric Conventional,152168
2016,2,WV,Total Electric Power Industry,Natural Gas,25184
2016,2,WV,Total Electric Power Industry,Other Gases,1729
2016,2,WV,Total Electric Power Industry,Other,-597
2016,2,WV,Total Electric Power Industry,Petroleum,7102
2016,2,WV,Total Electric Power Industry,Other Biomass,400
2016,2,WV,Total Electric Power Industry,Wind,164238
2016,2,WV,"Combined Heat and Power, Industrial Power",Total,69947
2016,2,WV,"Combined Heat and Power, Industrial Power",Coal,15068
2016,2,WV,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,50976
2016,2,WV,"Combined Heat and Power, Industrial Power",Natural Gas,2174
2016,2,WV,"Combined Heat and Power, Industrial Power",Other Gases,1729
2016,2,WV,"Combined Heat and Power, Electric Power",Total,34631
2016,2,WV,"Combined Heat and Power, Electric Power",Coal,34606
2016,2,WV,"Combined Heat and Power, Electric Power",Natural Gas,25
2016,2,WV,"Electric Generators, Independent Power Producers",Total,1303411
2016,2,WV,"Electric Generators, Independent Power Producers",Coal,1083575
2016,2,WV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,34092
2016,2,WV,"Electric Generators, Independent Power Producers",Natural Gas,21612
2016,2,WV,"Electric Generators, Independent Power Producers",Other,-597
2016,2,WV,"Electric Generators, Independent Power Producers",Petroleum,90
2016,2,WV,"Electric Generators, Independent Power Producers",Other Biomass,400
2016,2,WV,"Electric Generators, Independent Power Producers",Wind,164238
2016,2,WV,"Electric Generators, Electric Utilities",Total,5297712
2016,2,WV,"Electric Generators, Electric Utilities",Coal,5222229
2016,2,WV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,67099
2016,2,WV,"Electric Generators, Electric Utilities",Natural Gas,1372
2016,2,WV,"Electric Generators, Electric Utilities",Other,0
2016,2,WV,"Electric Generators, Electric Utilities",Petroleum,7012
2016,2,WY,Total Electric Power Industry,Total,3967575
2016,2,WY,Total Electric Power Industry,Coal,3282399
2016,2,WY,Total Electric Power Industry,Hydroelectric Conventional,33172
2016,2,WY,Total Electric Power Industry,Natural Gas,61951
2016,2,WY,Total Electric Power Industry,Other Gases,35836
2016,2,WY,Total Electric Power Industry,Other,0
2016,2,WY,Total Electric Power Industry,Petroleum,3182
2016,2,WY,Total Electric Power Industry,Wind,551035
2016,2,WY,"Combined Heat and Power, Industrial Power",Total,121713
2016,2,WY,"Combined Heat and Power, Industrial Power",Coal,32592
2016,2,WY,"Combined Heat and Power, Industrial Power",Natural Gas,53257
2016,2,WY,"Combined Heat and Power, Industrial Power",Other Gases,35836
2016,2,WY,"Combined Heat and Power, Industrial Power",Other,0
2016,2,WY,"Combined Heat and Power, Industrial Power",Petroleum,29
2016,2,WY,"Electric Generators, Independent Power Producers",Total,336580
2016,2,WY,"Electric Generators, Independent Power Producers",Coal,58140
2016,2,WY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,854
2016,2,WY,"Electric Generators, Independent Power Producers",Natural Gas,76
2016,2,WY,"Electric Generators, Independent Power Producers",Wind,277510
2016,2,WY,"Electric Generators, Electric Utilities",Total,3509282
2016,2,WY,"Electric Generators, Electric Utilities",Coal,3191668
2016,2,WY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,32318
2016,2,WY,"Electric Generators, Electric Utilities",Natural Gas,8618
2016,2,WY,"Electric Generators, Electric Utilities",Petroleum,3153
2016,2,WY,"Electric Generators, Electric Utilities",Wind,273524
2016,3,AK,Total Electric Power Industry,Total,485618
2016,3,AK,Total Electric Power Industry,Coal,53825
2016,3,AK,Total Electric Power Industry,Hydroelectric Conventional,154722
2016,3,AK,Total Electric Power Industry,Natural Gas,196133
2016,3,AK,Total Electric Power Industry,Other,47
2016,3,AK,Total Electric Power Industry,Petroleum,59749
2016,3,AK,Total Electric Power Industry,Other Biomass,5385
2016,3,AK,Total Electric Power Industry,Wind,15757
2016,3,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2016,3,AK,"Combined Heat and Power, Industrial Power",Total,10186
2016,3,AK,"Combined Heat and Power, Industrial Power",Natural Gas,6589
2016,3,AK,"Combined Heat and Power, Industrial Power",Petroleum,2786
2016,3,AK,"Combined Heat and Power, Industrial Power",Other Biomass,811
2016,3,AK,"Combined Heat and Power, Commercial Power",Total,14255
2016,3,AK,"Combined Heat and Power, Commercial Power",Coal,9122
2016,3,AK,"Combined Heat and Power, Commercial Power",Natural Gas,80
2016,3,AK,"Combined Heat and Power, Commercial Power",Petroleum,478
2016,3,AK,"Combined Heat and Power, Commercial Power",Other Biomass,4574
2016,3,AK,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2016,3,AK,"Combined Heat and Power, Electric Power",Total,15528
2016,3,AK,"Combined Heat and Power, Electric Power",Coal,15528
2016,3,AK,"Combined Heat and Power, Electric Power",Petroleum,0
2016,3,AK,"Combined Heat and Power, Electric Power",Other Biomass,0
2016,3,AK,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2016,3,AK,"Electric Generators, Independent Power Producers",Total,5331
2016,3,AK,"Electric Generators, Independent Power Producers",Wind,5331
2016,3,AK,"Electric Generators, Electric Utilities",Total,440318
2016,3,AK,"Electric Generators, Electric Utilities",Coal,29175
2016,3,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,154722
2016,3,AK,"Electric Generators, Electric Utilities",Natural Gas,189463
2016,3,AK,"Electric Generators, Electric Utilities",Other,47
2016,3,AK,"Electric Generators, Electric Utilities",Petroleum,56485
2016,3,AK,"Electric Generators, Electric Utilities",Wind,10426
2016,3,AL,Total Electric Power Industry,Total,11073046
2016,3,AL,Total Electric Power Industry,Coal,2370515
2016,3,AL,Total Electric Power Industry,Hydroelectric Conventional,1069304
2016,3,AL,Total Electric Power Industry,Natural Gas,4333492
2016,3,AL,Total Electric Power Industry,Nuclear,3012533
2016,3,AL,Total Electric Power Industry,Other Gases,2332
2016,3,AL,Total Electric Power Industry,Other,0
2016,3,AL,Total Electric Power Industry,Petroleum,5417
2016,3,AL,Total Electric Power Industry,Other Biomass,3623
2016,3,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,275830
2016,3,AL,"Combined Heat and Power, Industrial Power",Total,359595
2016,3,AL,"Combined Heat and Power, Industrial Power",Coal,8635
2016,3,AL,"Combined Heat and Power, Industrial Power",Natural Gas,89653
2016,3,AL,"Combined Heat and Power, Industrial Power",Other Gases,2332
2016,3,AL,"Combined Heat and Power, Industrial Power",Other,0
2016,3,AL,"Combined Heat and Power, Industrial Power",Petroleum,733
2016,3,AL,"Combined Heat and Power, Industrial Power",Other Biomass,0
2016,3,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,258243
2016,3,AL,"Combined Heat and Power, Electric Power",Total,343152
2016,3,AL,"Combined Heat and Power, Electric Power",Coal,0
2016,3,AL,"Combined Heat and Power, Electric Power",Natural Gas,325565
2016,3,AL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,17587
2016,3,AL,"Electric Generators, Independent Power Producers",Total,2655590
2016,3,AL,"Electric Generators, Independent Power Producers",Natural Gas,2651913
2016,3,AL,"Electric Generators, Independent Power Producers",Petroleum,53
2016,3,AL,"Electric Generators, Independent Power Producers",Other Biomass,3623
2016,3,AL,"Electric Generators, Electric Utilities",Total,7714709
2016,3,AL,"Electric Generators, Electric Utilities",Coal,2361880
2016,3,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1069304
2016,3,AL,"Electric Generators, Electric Utilities",Natural Gas,1266361
2016,3,AL,"Electric Generators, Electric Utilities",Nuclear,3012533
2016,3,AL,"Electric Generators, Electric Utilities",Petroleum,4631
2016,3,AL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2016,3,AR,Total Electric Power Industry,Total,4705467
2016,3,AR,Total Electric Power Industry,Coal,1237356
2016,3,AR,Total Electric Power Industry,Pumped Storage,-121
2016,3,AR,Total Electric Power Industry,Hydroelectric Conventional,390191
2016,3,AR,Total Electric Power Industry,Natural Gas,1627197
2016,3,AR,Total Electric Power Industry,Nuclear,1314744
2016,3,AR,Total Electric Power Industry,Other,821
2016,3,AR,Total Electric Power Industry,Petroleum,2722
2016,3,AR,Total Electric Power Industry,Solar Thermal and Photovoltaic,2356
2016,3,AR,Total Electric Power Industry,Other Biomass,10953
2016,3,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,119247
2016,3,AR,"Combined Heat and Power, Industrial Power",Total,150742
2016,3,AR,"Combined Heat and Power, Industrial Power",Coal,4429
2016,3,AR,"Combined Heat and Power, Industrial Power",Natural Gas,26003
2016,3,AR,"Combined Heat and Power, Industrial Power",Other,821
2016,3,AR,"Combined Heat and Power, Industrial Power",Petroleum,242
2016,3,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,119247
2016,3,AR,"Combined Heat and Power, Commercial Power",Total,543
2016,3,AR,"Combined Heat and Power, Commercial Power",Natural Gas,182
2016,3,AR,"Combined Heat and Power, Commercial Power",Other Biomass,361
2016,3,AR,"Combined Heat and Power, Electric Power",Total,124231
2016,3,AR,"Combined Heat and Power, Electric Power",Natural Gas,119299
2016,3,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2016,3,AR,"Combined Heat and Power, Electric Power",Other Biomass,4932
2016,3,AR,"Electric Generators, Independent Power Producers",Total,1224505
2016,3,AR,"Electric Generators, Independent Power Producers",Coal,362560
2016,3,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,4993
2016,3,AR,"Electric Generators, Independent Power Producers",Natural Gas,848818
2016,3,AR,"Electric Generators, Independent Power Producers",Petroleum,118
2016,3,AR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2356
2016,3,AR,"Electric Generators, Independent Power Producers",Other Biomass,5660
2016,3,AR,"Electric Generators, Electric Utilities",Total,3205446
2016,3,AR,"Electric Generators, Electric Utilities",Coal,870367
2016,3,AR,"Electric Generators, Electric Utilities",Pumped Storage,-121
2016,3,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,385198
2016,3,AR,"Electric Generators, Electric Utilities",Natural Gas,632895
2016,3,AR,"Electric Generators, Electric Utilities",Nuclear,1314744
2016,3,AR,"Electric Generators, Electric Utilities",Petroleum,2363
2016,3,AZ,Total Electric Power Industry,Total,7523457
2016,3,AZ,Total Electric Power Industry,Coal,1614045
2016,3,AZ,Total Electric Power Industry,Pumped Storage,-2251
2016,3,AZ,Total Electric Power Industry,Hydroelectric Conventional,664374
2016,3,AZ,Total Electric Power Industry,Natural Gas,1855590
2016,3,AZ,Total Electric Power Industry,Nuclear,3007729
2016,3,AZ,Total Electric Power Industry,Petroleum,8516
2016,3,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,310124
2016,3,AZ,Total Electric Power Industry,Other Biomass,3402
2016,3,AZ,Total Electric Power Industry,Wind,55888
2016,3,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,6040
2016,3,AZ,"Combined Heat and Power, Commercial Power",Total,8760
2016,3,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,7005
2016,3,AZ,"Combined Heat and Power, Commercial Power",Petroleum,1
2016,3,AZ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1754
2016,3,AZ,"Combined Heat and Power, Electric Power",Total,5804
2016,3,AZ,"Combined Heat and Power, Electric Power",Natural Gas,5804
2016,3,AZ,"Combined Heat and Power, Electric Power",Petroleum,0
2016,3,AZ,"Electric Generators, Independent Power Producers",Total,897822
2016,3,AZ,"Electric Generators, Independent Power Producers",Natural Gas,564095
2016,3,AZ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,268397
2016,3,AZ,"Electric Generators, Independent Power Producers",Other Biomass,3402
2016,3,AZ,"Electric Generators, Independent Power Producers",Wind,55888
2016,3,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,6040
2016,3,AZ,"Electric Generators, Electric Utilities",Total,6611071
2016,3,AZ,"Electric Generators, Electric Utilities",Coal,1614045
2016,3,AZ,"Electric Generators, Electric Utilities",Pumped Storage,-2251
2016,3,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,664374
2016,3,AZ,"Electric Generators, Electric Utilities",Natural Gas,1278686
2016,3,AZ,"Electric Generators, Electric Utilities",Nuclear,3007729
2016,3,AZ,"Electric Generators, Electric Utilities",Petroleum,8515
2016,3,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,39973
2016,3,AZ,"Electric Generators, Electric Utilities",Other Biomass,0
2016,3,CA,Total Electric Power Industry,Total,14329865
2016,3,CA,Total Electric Power Industry,Coal,28332
2016,3,CA,Total Electric Power Industry,Geothermal,1029934
2016,3,CA,Total Electric Power Industry,Pumped Storage,-53180
2016,3,CA,Total Electric Power Industry,Hydroelectric Conventional,2789565
2016,3,CA,Total Electric Power Industry,Natural Gas,5433372
2016,3,CA,Total Electric Power Industry,Nuclear,1694947
2016,3,CA,Total Electric Power Industry,Other Gases,113838
2016,3,CA,Total Electric Power Industry,Other,53773
2016,3,CA,Total Electric Power Industry,Petroleum,3157
2016,3,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,1392797
2016,3,CA,Total Electric Power Industry,Other Biomass,231793
2016,3,CA,Total Electric Power Industry,Wind,1333334
2016,3,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,278203
2016,3,CA,"Combined Heat and Power, Industrial Power",Total,978589
2016,3,CA,"Combined Heat and Power, Industrial Power",Coal,28332
2016,3,CA,"Combined Heat and Power, Industrial Power",Natural Gas,747544
2016,3,CA,"Combined Heat and Power, Industrial Power",Other Gases,113838
2016,3,CA,"Combined Heat and Power, Industrial Power",Other,44267
2016,3,CA,"Combined Heat and Power, Industrial Power",Petroleum,98
2016,3,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,887
2016,3,CA,"Combined Heat and Power, Industrial Power",Other Biomass,436
2016,3,CA,"Combined Heat and Power, Industrial Power",Wind,504
2016,3,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,42682
2016,3,CA,"Combined Heat and Power, Commercial Power",Total,195113
2016,3,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2016,3,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,2013
2016,3,CA,"Combined Heat and Power, Commercial Power",Natural Gas,101517
2016,3,CA,"Combined Heat and Power, Commercial Power",Other,0
2016,3,CA,"Combined Heat and Power, Commercial Power",Petroleum,26
2016,3,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,10587
2016,3,CA,"Combined Heat and Power, Commercial Power",Other Biomass,80371
2016,3,CA,"Combined Heat and Power, Commercial Power",Wind,599
2016,3,CA,"Combined Heat and Power, Electric Power",Total,912214
2016,3,CA,"Combined Heat and Power, Electric Power",Coal,0
2016,3,CA,"Combined Heat and Power, Electric Power",Natural Gas,842058
2016,3,CA,"Combined Heat and Power, Electric Power",Other,0
2016,3,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2016,3,CA,"Combined Heat and Power, Electric Power",Other Biomass,6761
2016,3,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,63395
2016,3,CA,"Electric Generators, Independent Power Producers",Total,5618341
2016,3,CA,"Electric Generators, Independent Power Producers",Geothermal,959973
2016,3,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,121710
2016,3,CA,"Electric Generators, Independent Power Producers",Natural Gas,1584800
2016,3,CA,"Electric Generators, Independent Power Producers",Other,9380
2016,3,CA,"Electric Generators, Independent Power Producers",Petroleum,414
2016,3,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1339012
2016,3,CA,"Electric Generators, Independent Power Producers",Other Biomass,133191
2016,3,CA,"Electric Generators, Independent Power Producers",Wind,1297735
2016,3,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,172126
2016,3,CA,"Electric Generators, Electric Utilities",Total,6625610
2016,3,CA,"Electric Generators, Electric Utilities",Geothermal,69961
2016,3,CA,"Electric Generators, Electric Utilities",Pumped Storage,-53180
2016,3,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2665842
2016,3,CA,"Electric Generators, Electric Utilities",Natural Gas,2157452
2016,3,CA,"Electric Generators, Electric Utilities",Nuclear,1694947
2016,3,CA,"Electric Generators, Electric Utilities",Other,126
2016,3,CA,"Electric Generators, Electric Utilities",Petroleum,2620
2016,3,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,42311
2016,3,CA,"Electric Generators, Electric Utilities",Other Biomass,11034
2016,3,CA,"Electric Generators, Electric Utilities",Wind,34496
2016,3,CO,Total Electric Power Industry,Total,4296484
2016,3,CO,Total Electric Power Industry,Coal,2131833
2016,3,CO,Total Electric Power Industry,Pumped Storage,-29485
2016,3,CO,Total Electric Power Industry,Hydroelectric Conventional,210294
2016,3,CO,Total Electric Power Industry,Natural Gas,993146
2016,3,CO,Total Electric Power Industry,Other,4132
2016,3,CO,Total Electric Power Industry,Petroleum,452
2016,3,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,36221
2016,3,CO,Total Electric Power Industry,Other Biomass,8516
2016,3,CO,Total Electric Power Industry,Wind,941375
2016,3,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2016,3,CO,"Combined Heat and Power, Industrial Power",Total,5095
2016,3,CO,"Combined Heat and Power, Industrial Power",Coal,373
2016,3,CO,"Combined Heat and Power, Industrial Power",Natural Gas,1349
2016,3,CO,"Combined Heat and Power, Industrial Power",Other,3025
2016,3,CO,"Combined Heat and Power, Industrial Power",Petroleum,2
2016,3,CO,"Combined Heat and Power, Industrial Power",Wind,347
2016,3,CO,"Combined Heat and Power, Commercial Power",Total,2968
2016,3,CO,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,741
2016,3,CO,"Combined Heat and Power, Commercial Power",Natural Gas,0
2016,3,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2016,3,CO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1355
2016,3,CO,"Combined Heat and Power, Commercial Power",Wind,871
2016,3,CO,"Combined Heat and Power, Electric Power",Total,17752
2016,3,CO,"Combined Heat and Power, Electric Power",Coal,4569
2016,3,CO,"Combined Heat and Power, Electric Power",Natural Gas,8386
2016,3,CO,"Combined Heat and Power, Electric Power",Petroleum,0
2016,3,CO,"Combined Heat and Power, Electric Power",Other Biomass,4797
2016,3,CO,"Electric Generators, Independent Power Producers",Total,1118514
2016,3,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,20998
2016,3,CO,"Electric Generators, Independent Power Producers",Natural Gas,128305
2016,3,CO,"Electric Generators, Independent Power Producers",Other,1108
2016,3,CO,"Electric Generators, Independent Power Producers",Petroleum,0
2016,3,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,34865
2016,3,CO,"Electric Generators, Independent Power Producers",Other Biomass,3718
2016,3,CO,"Electric Generators, Independent Power Producers",Wind,929520
2016,3,CO,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2016,3,CO,"Electric Generators, Electric Utilities",Total,3152154
2016,3,CO,"Electric Generators, Electric Utilities",Coal,2126891
2016,3,CO,"Electric Generators, Electric Utilities",Pumped Storage,-29485
2016,3,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,188555
2016,3,CO,"Electric Generators, Electric Utilities",Natural Gas,855106
2016,3,CO,"Electric Generators, Electric Utilities",Petroleum,450
2016,3,CO,"Electric Generators, Electric Utilities",Wind,10637
2016,3,CO,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2016,3,CT,Total Electric Power Industry,Total,3027523
2016,3,CT,Total Electric Power Industry,Coal,-2662
2016,3,CT,Total Electric Power Industry,Pumped Storage,-4308
2016,3,CT,Total Electric Power Industry,Hydroelectric Conventional,30518
2016,3,CT,Total Electric Power Industry,Natural Gas,1322297
2016,3,CT,Total Electric Power Industry,Nuclear,1553691
2016,3,CT,Total Electric Power Industry,Other,49027
2016,3,CT,Total Electric Power Industry,Petroleum,363
2016,3,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,1766
2016,3,CT,Total Electric Power Industry,Other Biomass,52721
2016,3,CT,Total Electric Power Industry,Wind,1372
2016,3,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,22737
2016,3,CT,"Combined Heat and Power, Industrial Power",Total,39390
2016,3,CT,"Combined Heat and Power, Industrial Power",Natural Gas,39213
2016,3,CT,"Combined Heat and Power, Industrial Power",Petroleum,178
2016,3,CT,"Combined Heat and Power, Commercial Power",Total,33409
2016,3,CT,"Combined Heat and Power, Commercial Power",Natural Gas,32868
2016,3,CT,"Combined Heat and Power, Commercial Power",Petroleum,541
2016,3,CT,"Combined Heat and Power, Electric Power",Total,16826
2016,3,CT,"Combined Heat and Power, Electric Power",Natural Gas,16625
2016,3,CT,"Combined Heat and Power, Electric Power",Petroleum,201
2016,3,CT,"Electric Generators, Independent Power Producers",Total,2934961
2016,3,CT,"Electric Generators, Independent Power Producers",Coal,-2662
2016,3,CT,"Electric Generators, Independent Power Producers",Pumped Storage,-4308
2016,3,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,28082
